,ItemCode,#sales,stage,DailySales
165,1081078,136,test,"[3, 2, 3, 0, 3, 1, 2, 2, 1, 2, 0, 1, 1, 0, 1, 1, 2, 2, 4, 0, 1, 1, 3, 1, 4, 4, 1, 1, 0, 4, 3, 2, 4, 4, 0, 3, 4, 2, 0, 0, 0, 0, 5, 1, 2, 4, 3, 3, 6, 2, 3, 1, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0, 12, 2, 0, 4, 0, 1, 0, 1, 13, 2, 4, 3, 0, 0, 1, 1, 1, 2, 0, 2, 2, 2, 2, 2, 3, 2, 0, 1, 3, 0, 4, 1, 0, 3, 1, 2, 1, 5, 4, 0, 0, 2, 3, 4, 3, 3, 0, 0, 0, 1, 6, 2, 2, 0, 2, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 2, 1, 3, 1, 0, 3, 1]"
166,1081087,114,validation,"[6, 5, 0, 4, 0, 0, 5, 1, 4, 9, 0, 4, 3, 2, 4, 6, 13, 1, 5, 0, 0, 0, 0, 0, 3, 3, 5, 15, 0, 9, 3, 1, 7, 1, 11, 1, 0, 4, 4, 9, 0, 14, 0, 0, 19, 8, 0, 3, 4, 17, 0, 2, 2, 16, 7, 8, 1, 6, 2, 0, 2, 1, 8, 0, 0, 0, 0, 1, 24, 8, 4, 0, 2, 1, 1, 0, 2, 1, 9, 1, 3, 0, 0, 1, 10, 6, 1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 7, 2, 5, 2, 5, 4]"
167,1081321,135,test,"[6, 1, 3, 0, 0, 8, 6, 5, 5, 4, 3, 5, 2, 0, 10, 2, 3, 1, 4, 0, 4, 5, 2, 0, 0, 2, 2, 2, 1, 0, 0, 8, 2, 1, 3, 1, 2, 4, 1, 3, 1, 2, 4, 3, 3, 3, 0, 0, 2, 1, 0, 1, 4, 1, 2, 2, 3, 3, 0, 1, 2, 2, 2, 0, 5, 2, 0, 2, 7, 4, 4, 1, 0, 1, 4, 0, 3, 5, 2, 8, 5, 2, 6, 0, 4, 1, 1, 6, 2, 1, 3, 4, 1, 5, 2, 2, 7, 9, 3, 4, 4, 5, 3, 3, 0, 6, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1]"
168,1081339,133,test,"[3, 2, 2, 3, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4, 1, 15, 2, 2, 2, 0, 0, 1, 2, 2, 3, 3, 4, 5, 7, 2, 5, 2, 6, 2, 0, 3, 0, 1, 5, 5, 1, 0, 1, 2, 4, 0, 2, 4, 3, 3, 0, 2, 3, 0, 4, 0, 5, 3, 0, 10, 4, 5, 1, 7, 0, 5, 9, 7, 6, 0, 2, 8, 4, 0, 1, 1, 6, 5, 5, 1, 4, 2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 1, 0, 2, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]"
169,1082743,135,test,"[4, 0, 1, 0, 0, 0, 0, 4, 0, 2, 3, 0, 1, 1, 6, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 4, 0, 0, 0, 0, 4, 5, 3, 0, 1, 0, 1, 1, 0, 5, 0, 0, 0, 2, 3, 1, 10, 2, 2, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 4, 4, 0, 5, 0, 1, 7, 3, 2, 5, 6, 0, 6, 1, 0, 9, 3, 5, 0, 1, 0, 2, 2, 1, 3, 16, 5, 18, 22, 9, 5, 0, 0, 34, 0, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 35, 9, 2, 14, 11]"
170,1084498,136,validation,"[1, 2, 12, 5, 0, 2, 8, 6, 3, 1, 31, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 1, 3, 2, 1, 2, 8, 1, 5, 5, 0, 0, 0, 5, 0, 1, 1, 0, 2, 10, 0, 17, 4, 0, 0, 6, 6, 15, 4, 2, 26, 0, 0, 5, 7, 2, 2, 6, 7, 2, 6, 2, 0, 12, 1, 1, 0, 8, 0, 2, 1, 6, 9, 5, 2, 0, 4, 3, 6, 3, 3, 7, 2, 4, 5, 3, 3, 4, 4, 1, 3, 6, 3, 2, 4, 1, 12, 3, 1, 6, 7, 2, 1, 1, 7, 1, 11, 0, 0, 5, 2, 4, 9, 11, 4, 1, 0, 7, 5, 0, 0, 0, 0, 0, 3, 4]"
171,1085749,134,test,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 6, 0, 1, 0, 0, 4, 0, 2, 1, 0, 2, 5, 1, 0, 0, 4, 0, 4, 0, 0, 0, 1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 6, 0, 0, 4, 3, 3, 0, 0, 2, 4, 1, 2, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 2, 7, 6, 2, 1, 6, 1, 1, 2, 4, 2, 2, 1, 4, 1, 2, 1, 1, 2, 0, 1, 3, 0, 2, 1, 2, 0, 1, 4, 2, 4, 1, 2, 2, 2, 0, 0, 10, 0, 0, 4, 0, 0, 0, 4, 1, 1, 1, 4, 1, 1, 6, 6, 1, 1, 6, 1, 1, 6, 2, 1, 1]"
172,1090024,136,test,"[4, 5, 3, 5, 4, 4, 2, 3, 2, 2, 2, 6, 1, 1, 2, 0, 1, 0, 2, 1, 1, 4, 5, 11, 2, 4, 2, 2, 2, 3, 2, 1, 2, 3, 1, 1, 1, 5, 1, 0, 1, 1, 2, 4, 1, 2, 0, 0, 3, 11, 4, 0, 1, 6, 0, 3, 2, 4, 5, 3, 1, 2, 2, 0, 2, 0, 0, 3, 1, 1, 5, 0, 4, 2, 2, 1, 1, 2, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 2, 0, 4, 0, 0, 2, 5, 5, 4, 1, 5, 0, 0, 12, 4, 3, 0, 3, 4, 3, 4, 4, 4, 2, 0, 2, 1, 1, 0, 4, 6, 6, 11, 5, 5, 5, 8, 7, 9, 9, 3, 5, 14, 6, 8, 11, 8, 12]"
173,1090105,135,validation,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 1, 1, 2, 0, 0, 1, 2, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 1, 2, 2, 0, 1, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 4, 0, 0, 0, 1, 2, 4, 0, 0, 1, 0, 1, 0, 1, 2, 0, 1, 1, 0, 2, 3, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 5, 1, 0, 1, 2, 1, 2, 2, 2, 1, 1, 0, 2, 1, 0, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 4]"
174,1090114,134,validation,"[2, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 2, 0, 1, 3, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 1, 3, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 1, 3, 2, 2, 1, 0, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 7, 0, 0, 0, 2, 0, 0, 2, 0, 1, 1, 0, 1, 2, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 1, 2, 2, 1, 0, 2, 3, 0, 4, 1, 1, 1]"
175,1090240,136,validation,"[2, 1, 5, 4, 0, 3, 3, 6, 7, 0, 1, 1, 10, 1, 4, 9, 3, 0, 1, 0, 3, 2, 1, 5, 2, 1, 6, 6, 1, 1, 7, 1, 6, 3, 0, 0, 1, 8, 2, 1, 0, 0, 10, 6, 2, 2, 7, 6, 2, 4, 4, 4, 4, 3, 1, 1, 0, 2, 6, 6, 1, 1, 2, 11, 4, 3, 1, 3, 3, 0, 30, 44, 50, 27, 0, 6, 6, 2, 1, 2, 0, 4, 11, 1, 5, 1, 5, 2, 1, 5, 2, 1, 2, 2, 0, 28, 13, 23, 23, 28, 25, 8, 25, 22, 24, 1, 0, 0, 0, 1, 1, 3, 1, 0, 2, 0, 0, 4, 0, 1, 1, 1, 3, 1, 0, 3, 0, 1, 0, 2, 0, 0, 2, 2, 2, 4]"
176,1090249,101,train-only,"[3, 3, 7, 3, 0, 0, 1, 1, 1, 3, 0, 0, 2, 1, 1, 0, 5, 4, 1, 0, 1, 1, 3, 0, 2, 2, 2, 0, 1, 2, 2, 3, 2, 1, 4, 3, 0, 0, 2, 0, 5, 0, 7, 6, 7, 8, 10, 13, 4, 1, 5, 9, 0, 2, 6, 0, 4, 10, 3, 1, 3, 3, 0, 5, 2, 4, 0, 3, 4, 0, 3, 1, 2, 0, 0, 1, 1, 2, 2, 0, 11, 5, 6, 6, 1, 1, 1, 4, 0, 5, 4, 6, 2, 2, 6, 11, 7, 9, 6, 2, 3]"
177,1090258,135,test,"[2, 0, 1, 2, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 3, 0, 0, 4, 1, 0, 0, 0, 3, 0, 0, 0, 30, 27, 19, 11, 5, 12, 14, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 1, 0, 43, 24, 24, 1, 0, 0, 19, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 2, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 0, 2, 2, 2, 2, 0, 2, 1, 33, 18, 16, 10, 19, 8, 1, 0, 0, 0, 1, 1, 2, 1, 6, 3, 4, 4, 2, 2, 0, 4, 3, 4, 9, 11, 7, 5, 1, 2]"
178,1090276,136,validation,"[1, 3, 0, 3, 4, 4, 4, 4, 4, 1, 2, 0, 3, 1, 2, 4, 3, 5, 0, 0, 0, 0, 0, 0, 3, 2, 3, 0, 3, 5, 2, 1, 1, 0, 3, 1, 0, 1, 2, 5, 2, 1, 2, 0, 4, 1, 6, 0, 5, 4, 0, 0, 3, 4, 0, 0, 3, 1, 0, 0, 2, 2, 1, 4, 0, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 3, 3, 1, 4, 0, 0, 1, 4, 0, 5, 1, 1, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 3, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 4, 0, 3, 1, 0, 1, 0, 1, 2, 0, 1, 2, 4, 1, 2, 2, 2, 1, 1]"
179,1090294,133,validation,"[4, 4, 0, 0, 3, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 1, 1, 1, 0, 3, 0, 0, 4, 5, 0, 0, 1, 1, 1, 2, 1, 0, 1, 4, 1, 1, 1, 0, 0, 0, 0, 3, 4, 0, 4, 3, 0, 0, 0, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 4, 1, 0, 0, 2, 1, 2, 2, 0, 4, 5, 2, 1, 3, 1, 0, 1, 0, 2, 0, 5, 0, 0, 0, 2, 2, 5, 5, 4, 0, 1, 2, 0, 2, 2]"
180,1090303,135,validation,"[3, 0, 0, 2, 4, 0, 0, 0, 0, 0, 6, 0, 2, 0, 1, 1, 0, 0, 4, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0, 3, 1, 0, 0, 0, 4, 0, 0, 3, 6, 1, 4, 0, 2, 0, 0, 1, 1, 0, 5, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 4, 0, 0, 1, 4, 3, 2, 3, 0, 4, 1, 4, 2, 2, 0, 3, 0, 0, 6, 0, 0, 0, 0, 0, 1, 2, 1, 3, 4, 2, 1, 2, 0, 2]"
181,1092184,135,test,"[3, 4, 0, 1, 3, 2, 1, 7, 1, 3, 4, 5, 2, 2, 0, 0, 0, 1, 0, 5, 3, 2, 1, 7, 5, 0, 7, 3, 3, 0, 3, 7, 1, 1, 1, 1, 2, 3, 1, 1, 0, 3, 0, 0, 2, 6, 1, 1, 0, 0, 0, 0, 2, 1, 1, 4, 4, 2, 3, 4, 6, 7, 7, 6, 5, 4, 3, 4, 1, 3, 7, 1, 1, 2, 1, 0, 2, 0, 4, 2, 0, 6, 5, 5, 2, 8, 4, 8, 1, 7, 3, 6, 1, 2, 1, 0, 2, 3, 4, 1, 0, 7, 2, 4, 4, 3, 0, 1, 4, 4, 2, 2, 4, 2, 1, 2, 2, 2, 4, 7, 3, 4, 1, 6, 5, 5, 4, 3, 1, 3, 2, 2, 6, 5, 3]"
182,1097143,127,validation,"[12, 18, 11, 2, 0, 1, 2, 2, 12, 0, 6, 1, 2, 1, 0, 0, 0, 0, 0, 2, 10, 0, 0, 6, 21, 5, 1, 4, 2, 1, 4, 1, 0, 4, 0, 0, 0, 15, 0, 0, 0, 0, 0, 8, 1, 1, 7, 8, 1, 11, 4, 4, 2, 5, 1, 0, 4, 6, 0, 2, 2, 0, 10, 10, 8, 0, 6, 0, 0, 0, 4, 10, 5, 10, 0, 5, 1, 4, 13, 28, 11, 11, 0, 6, 0, 7, 0, 6, 95, 6, 2, 6, 2, 4, 14, 19, 0, 11, 2, 2, 7, 4, 2, 4, 24, 0, 1, 4, 12, 3, 18, 6, 12, 8, 41, 7, 1, 18, 3, 4, 3, 16, 18, 8, 14, 12, 6]"
183,1098493,136,validation,"[1, 3, 2, 1, 0, 2, 1, 0, 3, 0, 0, 1, 1, 0, 2, 2, 0, 0, 3, 2, 1, 3, 2, 0, 0, 0, 1, 2, 2, 0, 2, 1, 1, 1, 1, 5, 1, 2, 0, 1, 2, 2, 1, 2, 0, 1, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 1, 2, 3, 2, 1, 2, 0, 0, 0, 0, 1, 0, 2, 0, 4, 0, 2, 1, 2, 0, 0, 2, 0, 3, 1, 1, 1, 1, 0, 2, 2, 2, 3, 0, 7, 3, 3, 1, 1, 1, 0, 1, 0, 3, 4, 2, 1, 3, 3, 2, 1, 2, 0, 2, 0, 0, 4, 1, 0, 3, 2, 0, 4, 0, 2, 2, 1, 0, 5, 2, 1, 0, 2, 1, 1, 1, 0, 1, 0, 3]"
184,1098502,135,validation,"[1, 2, 0, 2, 0, 3, 1, 1, 1, 0, 2, 1, 1, 0, 1, 0, 2, 0, 2, 0, 1, 0, 1, 0, 4, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 4, 3, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 4, 1, 0, 6, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 2, 1, 0, 2, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 4, 0, 3, 2, 0, 4, 1, 0, 1, 1, 2, 1, 2, 1, 1, 0, 3, 1, 0, 2, 0, 1, 1]"
185,1101553,133,test,"[2, 1, 1, 2, 2, 1, 2, 2, 2, 0, 1, 0, 1, 3, 2, 1, 2, 0, 1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 3, 0, 0, 0, 2, 0, 0, 1, 0, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 3, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 6, 5, 3, 4, 3, 6, 1, 1, 0, 2, 1, 0, 1, 3, 0, 0, 0, 1, 0, 1, 1, 2, 0, 1, 1, 4, 2, 4, 4, 4, 2, 2, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
186,1101562,136,test,"[2, 0, 4, 1, 1, 4, 0, 1, 2, 0, 3, 2, 1, 1, 1, 0, 0, 2, 2, 0, 0, 1, 4, 1, 4, 2, 3, 3, 5, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 3, 2, 1, 3, 2, 2, 0, 1, 2, 0, 5, 1, 0, 1, 1, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 1, 1, 2, 2, 1, 8, 7, 6, 5, 7, 6, 7, 4, 2, 0, 2, 2, 2, 2, 0, 3, 1, 0, 1, 2, 0, 1, 2, 0, 2, 0, 1, 1, 4, 4, 2, 1, 2, 2, 1, 2, 3, 2, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 2, 0, 1, 2, 1, 0, 1]"
187,1101571,134,test,"[2, 1, 1, 0, 1, 2, 1, 1, 0, 9, 2, 1, 1, 2, 3, 0, 1, 1, 1, 0, 2, 2, 0, 2, 0, 1, 2, 1, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 2, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 28, 21, 30, 17, 17, 16, 18, 19, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 15, 20, 17, 9, 23, 13, 9, 2, 0, 0, 1, 1, 1, 0, 0, 4, 1, 1, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 8, 3, 6]"
188,1101661,136,validation,"[2, 3, 0, 0, 0, 5, 9, 5, 3, 0, 6, 0, 0, 0, 20, 0, 0, 5, 1, 0, 0, 4, 0, 4, 7, 15, 0, 1, 2, 11, 5, 2, 0, 1, 5, 9, 5, 1, 1, 7, 3, 0, 1, 0, 2, 4, 6, 22, 9, 2, 1, 1, 0, 0, 4, 10, 17, 2, 5, 2, 6, 2, 0, 0, 0, 17, 2, 3, 0, 12, 1, 5, 3, 1, 0, 3, 1, 41, 4, 7, 3, 4, 0, 6, 7, 3, 4, 3, 9, 10, 3, 2, 4, 0, 0, 2, 0, 10, 2, 10, 7, 6, 11, 12, 14, 1, 7, 2, 5, 10, 17, 14, 2, 3, 14, 1, 11, 9, 5, 0, 7, 6, 17, 2, 3, 6, 2, 7, 16, 5, 0, 4, 1, 12, 2, 3]"
189,1101769,136,test,"[4, 1, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8, 5, 0, 4, 2, 2, 2, 7, 0, 3, 2, 4, 2, 2, 7, 3, 2, 1, 2, 1, 3, 4, 3, 3, 1, 1, 2, 4, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1, 0, 1, 1, 7, 8, 2, 1, 0, 6, 1, 2, 7, 11, 5, 3, 1, 2, 3, 3, 3, 5, 3, 3, 5, 2, 3, 9, 8]"
190,1103056,122,test,"[3, 3, 2, 0, 0, 2, 1, 3, 5, 1, 1, 2, 4, 1, 10, 5, 5, 5, 7, 3, 5, 2, 2, 3, 2, 4, 2, 4, 3, 4, 1, 1, 3, 3, 3, 0, 2, 5, 6, 2, 4, 2, 4, 4, 2, 3, 2, 4, 0, 7, 1, 2, 2, 5, 1, 1, 1, 2, 0, 1, 2, 1, 1, 0, 0, 2, 6, 0, 1, 1, 6, 3, 1, 0, 3, 1, 0, 7, 1, 2, 0, 1, 2, 0, 2, 3, 8, 1, 2, 3, 2, 3, 3, 2, 5, 0, 3, 1, 1, 2, 3, 1, 0, 4, 4, 2, 2, 0, 0, 3, 4, 6, 0, 3, 2, 1, 1, 0, 1, 1, 2, 4]"
191,1105009,114,validation,"[3, 2, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 5, 3, 0, 2, 2, 4, 1, 2, 5, 1, 1, 2, 2, 2, 4, 4, 2, 0, 1, 0, 1, 0, 1, 1, 2, 0, 0, 0, 4, 0, 0, 3, 1, 0, 1, 2, 2, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 5, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 2, 1, 0, 1, 0, 1, 1, 1, 1, 2, 1, 0, 1, 1, 3, 3, 2, 0, 1, 4, 0, 1]"
192,1105018,109,test,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 4, 0, 3, 2, 2, 0, 4, 0, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 4, 0, 1, 3, 1, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 3, 1, 1, 0, 2, 0, 2, 1, 2, 4, 0, 0, 1, 0, 2, 1, 6, 3, 0, 3, 0, 2, 1, 1, 0, 0, 0, 1, 2, 3, 1, 1, 2, 0, 2, 1, 0, 0, 1, 5, 1, 4, 0, 0, 3, 1, 4, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 3, 1, 0, 1]"
193,1105027,106,test,"[3, 2, 3, 0, 0, 3, 0, 3, 3, 1, 0, 4, 1, 0, 1, 0, 0, 1, 1, 3, 1, 1, 5, 1, 1, 1, 4, 1, 3, 3, 1, 2, 1, 0, 5, 1, 0, 2, 2, 1, 3, 0, 2, 3, 2, 0, 5, 0, 2, 0, 3, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 4, 2, 2, 4, 2, 1, 1, 1, 0, 3, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 3, 0, 0, 1, 1, 1, 0, 3, 0, 0, 3, 2, 0, 1, 1, 2, 0, 1, 1, 0, 5, 1, 2, 2, 3]"
